"albedocheck","elevationcheck","canopycheck","impervious","Cluster"
-0.902678679263682,2.04162154229482,0.463258113166651,-0.543623381300178,2
0.20881231578914,-0.714953129154564,-0.704241265078925,0.636663685553322,1
0.161423745872808,-0.28886799256566,-0.935965042777607,0.69053209337415,1
0.66512258247272,1.11976175807067,-0.228824067419729,0.180595883566067,1
-1.26185463957343,0.638807462749495,1.63918969261687,-0.909804916185994,3
0.0186099080760189,-0.458365702208843,-0.394064380803603,-0.461492578652004,1
-2.00683438539463,1.09121334909226,3.16861901199434,-2.45363582216602,3
-0.396353671259224,0.545250000896388,0.469688671477134,-0.299481441456723,2
-0.0530843777007094,0.787838433535571,0.562392513635767,-0.225790614303076,2
-0.205137400723039,0.0623952060388973,0.302982618629216,0.0109304772283778,1
0.498165840473799,-0.702821255237171,-0.890892658290185,0.650042210837361,1
1.4263915594271,-0.996751914958257,-0.929074476768685,1.46213437858676,4
-0.708353448062859,0.970205758919093,0.589324296238052,-1.41795228517886,2
-1.18858358633349,0.518378918012853,0.618429908391112,-0.703311649856689,2
-0.768713504541186,0.439027837731667,0.715267467371149,-0.825456295597625,2
0.784873406868099,-0.377939303515128,-0.17837226466003,0.626045873917168,1
-1.65772559469801,1.77322044554971,1.85207485905922,-1.39099893973619,3
1.30618751856293,-0.747173935516924,-0.907042162830378,1.33219276511915,4
-0.687159811452363,1.06225988513434,0.720984556833222,-0.606114238195967,2
-0.48384154818701,0.994130051118846,0.905226811942505,-1.13707239022803,2
-1.4093731320845,1.63860543412587,1.79753541268011,-1.10261555921654,3
-0.156431174763962,-0.851186087552588,0.220751121110211,-0.927853857168068,1
-0.724643485726716,-0.170938129255477,0.485256213494945,-0.929601529532816,2
-0.254342116405951,-0.475852065722765,0.0725619140673823,-0.600312554248612,1
1.04828250667356,-0.383361791436842,-0.947694732745237,1.02011439325247,4
-0.502800664687148,0.335971459943415,-0.0806375313822726,0.179472360559252,1
-0.540732447402708,1.53192143787515,0.347505860490729,-0.624152573168914,2
1.5600429937183,-0.410986106092761,-0.765518182067332,1.06043986787619,4
-0.861837740415224,0.147695787084807,0.179958898368567,-0.861867522598379,2
-0.600593799082354,0.715505763286441,0.499130718085439,-0.371694237040344,2
0.530989541833084,-0.0413979028695578,-0.23180622457308,0.734557056245661,1
0.668904781173399,-0.384606006385959,0.148139861078294,0.611976909256216,1
-0.910475411267205,0.786291964679657,0.666159371287069,-0.756829015516549,2
-0.897681845371392,1.20275340809897,-0.180557522438704,-0.534539393568971,2
0.0574749543161841,0.23243986695809,-0.355539349422613,0.667043761641371,1
-0.754833971980256,0.912699222888763,0.865365335476666,-1.32444397240695,2
-1.28092349801363,1.64274905580917,1.17989670665204,-1.55368985613672,3
-1.76151221982091,1.09855670313378,2.55456645421738,-1.81488735175545,3
0.614728126511598,0.0999002387565241,0.168780297251301,-0.108149450403422,1
-1.11162276280784,1.22163735461561,1.01145254135642,-1.12177146424132,2
-1.61987876654654,1.01892301971519,1.97499647013146,-1.60672834620526,3
-0.95546019716954,1.50170054545147,0.799361237742842,-0.51101311359462,2
-1.30660499389385,0.654163671622476,1.38022839197811,-1.11300493297551,3
0.281777371292231,-0.583170093171518,-0.202169142071298,0.731807859522265,1
0.0971412618943472,0.145105180678375,-0.371738748277524,-0.0624346607545487,1
1.1265405541316,-0.401177386887353,-0.69640430562472,0.923718557566629,4
0.14938600675382,0.203462715574459,-0.778475013870476,0.982102663342316,1
0.608322552379369,-0.0432024988374961,-0.343408354416963,0.929372820941433,1
1.81419408924921,-0.793301365929342,-0.931116213094145,1.1743778260086,4
0.615573962111387,0.327007372203234,-0.706966802273913,1.01764693034071,1
0.909204518948181,-0.28902659208303,-0.805051602634579,1.34091018081344,4
0.371047143317405,-1.01884571424026,-0.32114772576142,0.547797958784185,1
0.549411992824259,0.537424153634708,-0.77095806120408,0.583283479127564,1
1.00290725238869,-1.03942177409923,-1.32897101503518,1.61612908638739,4
-1.42952048333893,1.22525984758156,1.60088956973219,-1.36919722934347,3
1.06488370387057,-1.37608212948049,-1.21122215283362,1.44105176939971,4
0.369957359073777,-1.06285807642934,0.414334697087898,-0.420916617075491,1
0.200104042820438,-0.775286249140679,0.157751675382594,-0.841152460373873,1
-0.523459571462292,0.545884773062356,-0.291780740966729,-1.02490324754449,2
-1.45662184958235,1.82316568502567,1.82019910457773,-1.16520331781132,3
0.23348833676528,-0.937630687770605,-1.26767501820882,1.49963916686474,4
-0.764497015958142,1.86076277812586,0.932994806918433,-0.753663973620982,2
-0.827629225892595,1.51810602513172,0.906031462482894,-0.484918815500333,2
2.39655020598966,-0.892842230037936,-1.28472619450789,1.61581719881536,4
-0.247378906967294,-0.517079591572096,0.173707577643866,0.435158852708269,1
1.50188326044985,-0.936597541913468,-1.28144503451296,1.67339426312401,4
0.530126338939497,-0.776356292204019,-0.783941951538547,0.841974480342258,1
-0.170065091850997,-0.152802163780681,-0.0347619555634163,-0.925243636585628,1
0.104911324616993,-0.617196150839656,-0.359897254159511,0.364562764479752,1
-0.75024943656735,-0.43790186888798,1.10820973260677,-1.31783228774859,2
-0.895803166593397,0.478003131194431,1.5079248950394,-1.36240434146232,3
-0.613321014388241,1.05967084147718,0.18417476993382,-0.597409964302214,2
-0.199821073147325,-0.720348590611964,-0.464225347134629,0.0273416367053629,1
0.426747925873913,-0.419506272154978,-0.731905086907753,0.433477214321426,1
-0.623083691788439,1.30786949585813,0.705475444206386,-0.755049057357071,2
0.322830589013486,-0.319259209407798,-0.49621059183583,0.162230628455695,1
-0.602955858576267,0.64119488980705,0.31551445541424,-0.147249088991696,2
-1.00541385723421,0.879989376617695,0.686558282947798,-0.881786252766171,2
0.413261388824957,-0.60170148131025,0.10745429742192,-0.296935344391862,1
-1.23557297733603,1.04816670548085,0.365100025537462,-1.60854950728228,2
-0.826901036233454,1.77162123122972,0.502477582318709,-0.462308906531869,2
1.26501434284643,-1.13039700657778,-1.28858620809309,1.54933590730533,4
-1.36283792538756,-0.0959842393048937,1.25564133489842,-1.73538109321829,3
-1.3421902025044,0.194158819777875,1.5583188360788,-1.2490642441629,3
-0.264399661419731,-0.856378967198634,-0.188808804702343,0.391781082891403,1
-1.90598530628427,1.1984916489925,2.73096957762976,-1.80088179172752,3
1.87073554560921,-1.32955411810059,-1.0162213373368,1.00651778498317,4
0.0604855720075825,-0.887674533668358,-0.494400952226833,0.952083029076993,1
0.481830690861037,-0.77490866590198,-0.771331833295597,0.608927396047815,1
0.312337356130842,0.134707840450792,-0.770371185541228,0.790080636669182,1
0.285102213333333,-0.535799782301533,-0.916532281076686,1.1522064661622,1
0.407945383861512,-0.122210333816648,-0.774510778574448,1.07168189780441,1
0.113011796071487,-0.212502483233821,-0.471128767242056,0.777069495860083,1
0.184402288628534,-0.659150898319274,-0.614397927263623,0.825280779539485,1
0.802272424205573,-0.106186559929102,-0.300677970113005,0.54032120981219,1
-0.279725518549901,0.0812370412791869,0.144671342066205,-0.0790782907556431,1
0.0772419457058286,-1.0725062012037,-0.345607681896905,-0.884896432937643,1
-1.57581321053512,1.29040873226462,1.91771090144054,-1.48308245778612,3
-0.286919288223247,1.24789670437849,-0.434986934169523,0.378807338850792,2
-1.74855740155946,0.484608218928652,2.82711699213533,-1.94127175703086,3
-0.548117472382675,1.25059933207838,0.108351018239368,-0.693968519014816,2
1.23636459901944,-1.28573873794264,-0.817679732116456,0.956805022279953,4
0.478700545324089,-1.13061512142121,-0.0425634982739113,-0.454855939836608,1
-0.892426168902191,0.680330168656792,0.755369963023925,-0.930493788362891,2
1.01259261038182,-1.24297555722157,-0.85692068881765,1.14749701404803,4
0.226750633302437,-1.131330942742,-0.918019859586298,1.39288670113427,4
1.14018086969529,-1.36828697052045,-1.01955757195309,0.375757963510662,4
1.77390089226428,-1.25059902465188,-1.04242706888346,1.20751143674671,4
-1.73173182752958,0.97153031844788,2.4314964783126,-1.67751980854528,3
1.68815302460766,-1.41648439052938,-1.14487372890652,1.51463999301659,4
