"elevation","canopy","albedo","impervious","Cluster"
-0.753795156725878,-0.461754467985037,-0.779830781434811,0.245487335586412,1
1.31890596333574,-0.233588539304993,-0.0959578898105118,-0.00242371571202064,1
-0.728978345003245,-0.120706606298307,0.873044173515673,0.610397163490085,4
-0.965737021873507,-0.611853180599699,-0.319695710651495,0.776536488278174,4
-0.588592974595051,-0.36722225846776,1.17112591162017,0.0135525232205268,4
-0.173765267576419,-0.51504286580269,-0.0926752921167847,0.530074619664451,4
0.468490338466673,2.32686301416524,-1.88995886304056,-2.60766763157058,2
-1.2327546461205,-0.922964425324402,1.41933133189169,0.925869292690371,4
-0.367015705078821,-0.738864056760877,1.16388802875266,0.77781572527546,4
-0.75178064354239,-0.485335470873673,1.20522848943884,0.679722848163685,4
-0.994307489311393,0.0248888310515053,-0.259893862620779,0.254142178202382,1
0.406229390023262,0.217995526322346,-0.915603223184067,-0.151338571151833,1
2.09512769345835,2.42362477847632,-2.25651499264946,-1.74851433290994,3
3.32601093184179,2.0182314012053,-2.2239061970134,-2.76730880471929,3
-2.15959638456693,-0.605067419504301,1.04778784628527,-0.114427345319771,4
-0.664348397099901,0.0350438867545634,-0.899770246682564,-1.93329427148735,1
4.09259061592542,2.35919986390048,-2.59588760745523,-1.94351592812548,3
-0.59355803052259,-0.762633683585529,-0.21116211322734,0.721914473948557,4
0.130658619341175,0.726222934147912,-0.0889864849522669,-0.756018910659382,1
-0.0363338627123433,0.176905307730097,-1.31986386525567,-0.400830350509759,1
-0.752023082220736,1.02020567207973,-0.966220715298978,-0.837478535894551,1
-0.499647661082321,-0.570417330383525,0.0327683401878594,0.770207769663813,4
0.376552168930778,-0.627019691843576,0.221113652682776,0.542592430439937,4
-0.806471323680971,-0.516265688996079,-0.394268300290366,0.282939048097369,1
-0.105830928738072,-0.52832830173383,0.00253601359435228,0.789952757001436,4
-0.542665125230091,-0.685917195625237,-0.311927457257128,-0.295833714658851,1
0.163718534494277,-0.645410248843247,0.453166184948775,0.404833348104197,4
-0.0130046450859708,-0.574964932699126,1.63176337216482,0.382093368028178,4
-0.00909884059477029,-0.295528672498111,0.319082241633406,0.106165677237698,4
0.0561021315735412,-0.0419963390644191,0.16708917199659,0.574082255171216,4
-0.120569997410579,-0.514527095057309,-0.0141319043540419,0.790851374444182,4
0.297433742320548,-0.493358285790521,0.796736546592655,0.65778466828647,4
-0.0214722204460423,-0.475368276378992,0.608398933117411,0.761265133565509,4
-0.124907999907529,-0.351621629731892,0.480379519089288,0.680201507756932,4
-0.175478354861066,-0.418593828954347,-0.094247788157245,0.280816678919201,4
-0.0112781531760323,-0.413054787486205,0.487314784519367,0.742853672274765,4
0.326701762244619,-0.516226485353693,0.652634052834408,0.733177997296976,4
-0.30662783701532,-0.688384446099708,0.699892244335719,0.898257895738143,4
-0.204250041405701,-0.296177883252921,1.08373261565442,-0.0244962207334867,4
-0.0431589131689197,-0.58285566203711,0.354056474880838,0.743579887048058,4
-0.330568371134495,-0.740128379491058,0.701306795562148,0.873706968006761,4
-0.144077011737148,-0.423075894647432,0.0351474521774603,0.794272928883312,4
-0.483115785761016,-0.785871551148705,1.21068192340341,0.337630203496232,4
-0.3116655729736,-0.694804707041325,0.734528237815889,0.897053325171545,4
-0.0271122468584992,-0.306678795868889,0.401330064421494,0.187318065794261,4
0.00365080630490913,-0.564528374340635,0.813732649618439,0.731626301119417,4
-0.457160601074091,-0.698224630451812,0.849828698978626,0.307383972434071,4
0.582966744331984,1.9646067804884,-1.0070531555975,-1.58655944978475,2
0.473952221498337,1.86898176137919,-0.577318008724002,-1.53915270305955,2
0.525175711425788,1.66156883613486,-0.318952238154745,-1.38464986161839,2
0.856481262774747,2.45002349549103,-1.98379905378551,-1.71264953458479,2
