"landcovercheck","albedocheck(rightone)","elevationcheck","canopycheck","Cluster"
-0.581660280438538,-0.972584170859576,2.08683007711879,0.808589550692829,3
-0.581660280438538,0.0853481003545032,-0.833643211179109,-0.190540999471108,4
-0.581660280438538,0.142450122080198,-0.345412384459796,-0.995970242620471,4
-0.581660280438538,0.142678861632086,0.945430619443712,-0.562381944135695,3
1.3900694837599,-1.32981521505714,0.528538239244648,1.77511294623359,1
-0.581660280438538,-0.361340047574083,-0.447509224852138,-0.0256677396074851,3
-0.581660280438538,-0.989819871557034,1.47586709831189,0.624554803521223,3
1.95342084495945,-0.275640916149769,0.728582693157517,-0.573105320530721,2
-0.581660280438538,0.0926053970018179,0.861041785161718,-0.0118921017342357,3
-0.581660280438538,0.279975749986418,0.172775526001372,-0.0432965656682171,3
-0.581660280438538,0.926190107137986,-0.638036032960506,-0.956187870625049,4
-0.581660280438538,1.2871002850624,-0.996621619387941,-0.167208014139589,4
1.95342084495945,-0.76301934197917,1.04431899327836,-0.337657025685951,2
1.3900694837599,-1.23891660551691,0.379373525625317,1.31677569398484,1
1.3900694837599,-1.17096484794038,0.282476379133685,1.2431644195864,1
-0.581660280438538,2.15075782593226,-0.32048888114023,-1.00376382009024,4
1.3900694837599,-1.55604959829293,1.83380888092631,1.85431434271846,1
-0.581660280438538,1.51668484934659,-0.675209963653903,-0.957087979187085,4
1.3900694837599,-1.02130063092025,1.06436294016283,2.05432109290414,1
-0.581660280438538,-0.465225767878345,0.845440157078492,0.362652438799214,3
1.3900694837599,-1.05365890315642,1.6467311214407,1.69390710542637,1
1.95342084495945,-0.64100876376189,-0.870605594913985,0.249241752242311,2
1.3900694837599,-0.424421838003527,-0.228283157072604,0.375021061854181,2
-0.581660280438538,-0.260708203224466,-0.522095178302254,0.181526844344533,3
-0.581660280438538,5.54303839684002,-0.578421166376095,-1.03982144582274,4
2.23509652555922,-0.705748038629039,0.358680090441087,-0.789725810308998,2
-0.581660280438538,-0.395860777913505,1.64143742376725,-0.0401521514640288,3
-0.581660280438538,1.41030827655104,-0.400168633589297,-0.745027362036033,4
1.95342084495945,-0.415337934805615,0.196723800793018,-0.254579682535001,2
1.3900694837599,-0.591275856274774,0.508032050743298,0.867996994531761,2
-0.581660280438538,0.504067574183878,-0.0484212191067849,-0.184760742940824,3
-0.581660280438538,0.734846600775901,-0.479031058741735,0.237080288405788,4
-0.581660280438538,-0.735217955610115,0.594057233843875,0.574197993376861,3
-0.581660280438538,-0.545546090335127,1.16061895077435,-0.489922547870634,3
-0.581660280438538,0.101166261852003,0.181911275417686,0.0918895134917346,3
1.10839380316012,-1.53270233247976,0.773338580627161,3.25136449055347,1
1.3900694837599,-1.12166700818533,1.56278786867771,0.759846831345173,1
1.10839380316012,-1.34570495735932,1.11246735497793,2.31425843019138,1
-0.581660280438538,0.257599391054321,0.126283807315877,-0.779856377451452,3
-0.581660280438538,-0.448249632338355,0.943988916709743,-0.49425078356583,3
1.3900694837599,-1.01210092234251,1.04450704194456,1.17906270137456,1
-0.581660280438538,-0.544019804141096,1.49420306977589,0.162798815749327,3
1.3900694837599,-0.914771684723763,0.785658805118847,1.16609213961603,1
-0.581660280438538,-0.128828366729971,-0.573145401473826,-0.0650153457480021,3
-0.581660280438538,-0.300041675945115,-0.0266607692958615,-0.104043984346782,3
-0.581660280438538,0.955968359930638,-0.391592009564618,-0.251284332269487,4
-0.581660280438538,-0.12296882985135,0.280652438890602,-0.719444962972826,3
-0.581660280438538,0.480053789390542,-0.102357686627593,0.286597880336479,3
-0.581660280438538,0.818809927595162,-0.709509459402888,-0.553000101687779,4
-0.581660280438538,-0.0162152914030804,0.228981469766991,-0.567845924734096,3
-0.581660280438538,0.460845210058049,-0.313138051767254,-0.651124426374266,4
-0.581660280438538,0.56275721429168,-1.02303296237034,-0.0469189385902881,4
-0.581660280438538,-0.0500121184849325,0.515903602377562,-0.689895475390948,3
-0.581660280438538,0.735201673469418,-1.19174594364764,-1.06825341927056,4
1.3900694837599,-1.27876821160535,0.935066334253085,1.32553578989026,1
-0.581660280438538,0.0375700865760097,-1.40037494459074,-0.935751187120463,4
1.3900694837599,-0.429861580380278,-1.07950198382023,1.24520155259314,2
1.95342084495945,-0.269348345311254,-0.729953598550431,-0.342999903008049,2
3.08012356735855,-0.655139612163245,0.458544409183467,0.0072816103564048,2
1.3900694837599,-0.294902493192244,1.62476795347054,1.11791083203488,1
-0.581660280438538,0.331833032196019,-0.974818076098558,-1.11158266488762,4
1.3900694837599,-0.709932704311827,1.56825309922993,1.4014473502133,1
-0.581660280438538,0.0789764516688138,1.65556800780285,-0.103645664422664,3
-0.581660280438538,2.258306768687,-0.837043172008864,-1.04339568717479,4
-0.581660280438538,-0.318147472228808,-0.647205098434639,0.00378525899102311,3
-0.581660280438538,1.06577805977668,-0.899762062922639,-0.973505931024161,4
-0.581660280438538,-0.180290259703699,-0.842664100859798,-0.715219700439496,4
-0.581660280438538,-0.646162342431467,-0.308073709168246,0.937386037209802,3
-0.581660280438538,0.097425197768797,-0.678223580075115,-0.935233017120446,4
1.95342084495945,-0.255774032681544,-0.00154828860254834,-1.07481414238703,2
1.10839380316012,-0.79683192082584,0.863472710916167,0.367003248968751,2
-0.581660280438538,-0.623966590443321,1.00322749639265,0.740935745898335,3
1.95342084495945,-0.734399103106895,-0.763980415832557,0.400954253473545,2
-0.581660280438538,0.946156366297165,-0.421758981987971,-0.443211478641031,4
-0.581660280438538,-0.220645842510547,1.2908879696066,0.0417281147703775,3
-0.581660280438538,0.116480925165727,-0.345031206520389,-0.209647242787471,3
-0.581660280438538,-0.162371570459311,0.63825652213055,-0.361065947820877,3
-0.581660280438538,-0.909437020575608,0.939917413944094,0.726542083187684,3
-0.581660280438538,1.04458348198478,-0.354690834148477,0.36275750906195,4
2.23509652555922,-0.514205621373505,1.00450451995955,-0.0539095882497714,2
1.3900694837599,-1.30943853269921,1.88525744023896,1.84909947157036,1
-0.581660280438538,-0.428704124750301,-1.06257130437505,-1.07788534474844,4
1.3900694837599,-1.01175597863194,0.197529525840141,0.828738591025189,2
1.3900694837599,-1.25088459703616,0.252414474025306,1.26845575781741,1
-0.581660280438538,-0.367151172699567,-0.903642239519793,-0.644347931983082,4
1.3900694837599,-1.7242597039424,1.39727277946794,3.54090886154839,1
-0.581660280438538,1.77365650864619,-1.38681477110123,-0.960634163121347,4
-0.581660280438538,0.352904626588676,-0.926724594480773,-0.372479961732233,4
-0.581660280438538,0.0540820834053255,-0.760584182764034,-0.466382569253079,4
-0.581660280438538,0.112820414411463,0.13110850664358,-0.884411872513693,3
-0.581660280438538,0.465392405598964,-0.651823544255805,-0.856775522016789,4
-0.581660280438538,-0.107851322804107,-0.0967863622941624,-0.490299909381586,3
-0.581660280438538,-0.364948238542419,-0.364571383741654,-0.394504424903739,3
-0.581660280438538,0.11228014881715,-0.690183145090041,-0.554740434736754,4
-0.581660280438538,2.04531176371965,-0.214887329930968,-0.700558018938939,4
-0.581660280438538,-0.387124689633927,-0.0402460173460381,0.799932633530225,3
-0.581660280438538,2.23668414167092,-1.34978240287768,-1.16575659104732,4
1.10839380316012,-1.57706520413418,1.08658137986352,2.38502423596443,1
-0.581660280438538,-0.247868162102585,1.11264016803001,-0.583371957293724,3
1.10839380316012,-1.22509704389066,0.861809234837204,2.8304883999703,1
-0.581660280438538,-0.891467487027061,1.22744194413178,0.841496376506822,3
-0.581660280438538,-0.81217390049121,-1.28323723780106,0.37443842935892,3
-0.581660280438538,0.654756094573919,-0.921407130325158,-0.300162374150791,4
-0.581660280438538,-0.181507213139014,0.736599802307529,-0.00409688087646387,3
-0.581660280438538,1.06704813055563,-1.27485081983202,-0.733636466452069,4
-0.581660280438538,0.031035257582383,-1.13892602130546,-0.634798032644645,4
-0.581660280438538,0.657131859487322,-1.31235735899977,-0.618073440674672,4
-0.581660280438538,1.38058453682803,-1.36504572331015,-0.90392543394556,4
