"landcovercheck","albedocheck(rightone)","elevationcheck","canopycheck","Cluster"
1.3900694837599,-1.43254926202484,0.882228944915912,1.78963195034234,1
-0.581660280438538,0.451591147922218,-1.41097869188875,-0.49662712074887,4
-0.581660280438538,-0.732445126589642,0.56163062699295,0.693129716089482,3
-0.581660280438538,-0.503363980733452,-0.823968811902742,0.117708088532398,3
-0.581660280438538,0.720856640944424,-1.35866473156476,-1.03358529777766,4
1.3900694837599,-1.04376456168916,0.831137231456658,1.20561001157434,1
-0.581660280438538,-0.240472568947958,1.36928164779277,0.436096641715627,3
-0.581660280438538,0.990030055928745,-0.192071196190943,-0.633684679690132,4
-0.581660280438538,1.2306844022366,-0.990684170918751,-0.957467642667929,4
3.08012356735855,-0.495560117785898,0.171117522598655,-0.888061980407996,2
-0.581660280438538,-0.402025221105538,0.733469919511776,-0.0130311483090191,3
-0.581660280438538,0.748498156870049,-1.05020962813019,-1.093480946469,4
-0.581660280438538,1.08172690110533,-0.839767632968918,-1.05758081841145,4
-0.581660280438538,-0.497594089341694,-0.190843602572463,-0.409743564163241,3
-0.581660280438538,0.627862488393004,2.03032465736754,-0.723455096932018,3
-0.581660280438538,0.116689366873837,-0.969744401424047,-0.583641340617562,4
-0.581660280438538,1.15233452586383,-1.36955564071909,-1.06013297549308,4
-0.581660280438538,-0.42464635049954,0.167966212287894,0.671501576724511,3
1.3900694837599,-0.396366030724248,-0.703523608227381,1.09481403149769,2
-0.581660280438538,0.654555628442931,-1.12604763685385,-0.81400104079349,4
-0.581660280438538,-0.660552955379719,2.00332928070019,0.372639467954358,3
-0.581660280438538,0.206086613898548,-1.16911698288355,-1.0249332650518,4
1.95342084495945,-0.856674310973116,-1.18105444408989,-0.684281889366749,2
2.23509652555922,-0.0989140505916016,-1.04705957419962,-0.877825423795259,2
-0.581660280438538,-0.556697901169494,0.636949322163206,0.183417328698594,3
-0.581660280438538,0.61177036582133,-1.17135723083203,-0.853285514964765,4
-0.581660280438538,-0.514604599619084,0.724148398586029,0.333584190906319,3
-0.581660280438538,-0.589561266704869,1.18801863979386,0.479727950688332,3
-0.581660280438538,4.66871559521819,-1.37342351487659,-1.09017205573565,4
-0.581660280438538,-0.52024564556242,-0.918914141509996,-0.13366908168641,3
-0.581660280438538,-0.639783595482138,2.00206578326346,0.0245717568720057,3
1.3900694837599,-1.2186504646579,-0.315253802990597,1.54832627380307,1
-0.581660280438538,-0.406142652673179,-0.797370844220654,0.59582723731499,3
1.3900694837599,-1.46638975539144,1.76055043823363,2.23743356584644,1
-0.581660280438538,1.5224229979414,-1.40839247612036,-0.946141122451005,4
1.95342084495945,-0.630500821268663,0.019121128202789,-0.0560731814661916,2
-0.581660280438538,1.3524207402345,-0.60081039955848,-0.887271223931508,4
-0.581660280438538,-0.0385529289082443,-0.173852301102057,0.0907568900892753,3
-0.581660280438538,-0.368795337923475,-0.124873978174837,0.958355996094619,3
-0.581660280438538,0.211043554714158,-0.356327924691718,-0.759772755779302,4
-0.581660280438538,0.847195524988477,-0.957860557238021,-0.424883836184384,4
-0.581660280438538,-0.409337748624429,0.301019198932221,-0.474822391515128,3
-0.581660280438538,-0.303439550944717,-0.0230428761582848,0.112869651207141,3
-0.581660280438538,-0.988697149565427,0.0245574547692474,1.32345837199969,3
-0.581660280438538,-0.0267830507247294,-0.779585120986904,0.0355945810241054,4
1.3900694837599,-1.47624992151074,1.29687887552703,2.55751172714389,1
1.10839380316012,-1.85547290182307,1.17187740521198,4.2776807651784,1
-0.581660280438538,-0.429084719290611,-0.175864448028693,0.229346820690139,3
-0.581660280438538,0.287665641936884,-0.564850420491249,-0.625427010632631,4
-0.581660280438538,0.479858587140456,-0.357823781342929,-0.847823110176608,4
-0.581660280438538,1.24449554962898,-1.22485305744936,-0.895234766897839,4
-0.581660280438538,1.79874197173754,-0.589669912444858,-1.05356923158534,4
-0.581660280438538,-0.308601503970274,-0.163287421805408,-0.0563207460474473,3
1.95342084495945,-0.598569162652799,0.704014704569728,-0.74649613864902,2
-0.581660280438538,-0.462138980264425,0.0764584487953565,0.362372550256288,3
-0.581660280438538,-0.705145244510082,1.84253386979629,0.147169060100969,3
-0.581660280438538,-0.155261542843573,2.10105827760208,-0.194157134320373,3
-0.581660280438538,0.0517901418074852,1.68173341061299,0.276544774486863,3
-0.581660280438538,1.65344765317888,-1.18859990842678,-0.696119354733306,4
-0.581660280438538,-0.747460905150681,0.0483043345060347,0.584211682338901,3
-0.581660280438538,1.65469882184005,-0.684155796902709,-1.0872608281517,4
-0.581660280438538,-0.313971061268342,-0.7871845553616,-0.0926568662715892,3
-0.581660280438538,1.82590814326664,-0.923466247715728,-1.09800309011911,4
-0.581660280438538,1.10830551186778,-1.23399003045274,-0.870584918482499,4
-0.581660280438538,1.47737845371028,-1.34576361878689,-0.994593623169266,4
-0.581660280438538,0.40911477940259,-0.916989742317236,-0.755632904735116,4
1.95342084495945,0.0717627415504767,-0.877252896121765,-0.496658562475856,2
-0.581660280438538,0.31939930685067,0.375237381090252,0.728434488086151,3
-0.581660280438538,-0.44778896300373,2.23574781504789,-0.0258871723478088,3
1.3900694837599,-0.731948128501222,2.10849939488312,1.10332569318269,1
-0.863335961038314,0.31779434158832,-1.22429095566771,-0.217927504884028,4
-0.581660280438538,0.267278671084467,-0.56523771145218,-0.918772075865572,4
1.95342084495945,-0.175035670349859,-0.188356382554445,-1.08351234758524,2
-0.581660280438538,0.0497873946361259,-0.619919805184912,-0.903723724155497,4
-0.581660280438538,0.598318199155258,-0.830638197263923,-0.623719739752871,4
-0.581660280438538,1.41961780882576,-0.875489789455775,-1.07995052367269,4
-0.581660280438538,0.137520298226807,-1.31595063629252,-0.800875917980299,4
-0.581660280438538,0.471608490652869,-0.78318786126904,-0.939154492353508,4
-0.581660280438538,0.0255599441316638,-0.559633606923375,-0.508391756957685,4
1.95342084495945,-0.648468041899845,1.89464531060774,-0.0933365215816106,2
-0.581660280438538,-0.186066890458126,-0.563254883856425,-0.989097069217714,4
-0.581660280438538,0.24713778666418,0.132083501636854,0.163572981887456,3
1.3900694837599,-1.49330621160081,1.98113169618653,2.52657981844571,1
1.3900694837599,-0.944531992467887,2.1898002871746,1.3501554698771,1
-0.581660280438538,-0.223906178682663,-1.22860864103683,-0.459333664722835,4
-0.581660280438538,0.260219687162316,-1.14442308524205,1.30021758484757,3
-0.581660280438538,0.162752352425684,0.469439133021498,-0.199945648041578,3
-0.581660280438538,2.09895218558453,-0.998288354607119,-0.661291190830433,4
-0.581660280438538,0.599689280618475,0.0840577541182377,-0.838128417397444,4
-0.581660280438538,0.727382577169558,0.852017475220012,-0.181113607208099,3
1.95342084495945,-0.0650954501842035,-0.811970797464333,-0.825423745510554,2
-0.581660280438538,-0.300482685482131,-1.0178092917287,-0.891343245421645,4
